name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Tim Hortons,"223 Maccorkle Avenue, Saint Albans",3.8,1,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",https://locations.timhortons.com/en/wv/saint-albans/223-maccorkle-ave/,(304) 722-3925,527,OPERATIONAL,,
Subway,"12582 Winfield Road, Winfield",4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/winfield/12582-winfield-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=38975&utm_campaign=evergreen-2020&y_source=1_MTQ5MTUyMDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 586-2619,164,OPERATIONAL,,
Arby's,"4304 1st Avenue, Nitro",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, store, establishment",https://locations.arbys.com/wv/nitro/4304-first-ave.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(304) 755-6883,688,OPERATIONAL,,
Dairy Queen Store,"302 Roosevelt Boulevard, Eleanor",4.2,1,"restaurant, food, point_of_interest, store, establishment",http://www.dairyqueen.com/,(304) 586-9352,292,OPERATIONAL,,
Tudor's Biscuit World,"112 Great Teays Boulevard, Scott Depot",4.4,1,"restaurant, point_of_interest, food, establishment",http://tudorsbiscuitworld.com/,(304) 757-6868,431,OPERATIONAL,,
KFC,"4158 West Virginia 34, Hurricane",3.6,1,"restaurant, point_of_interest, food, establishment",https://locations.kfc.com/wv/hurricane/4158-state-route-34,(304) 757-9660,361,OPERATIONAL,,
Sam’s Hot Dogs,"1531 Charleston Road, Poca",4.2,1,"restaurant, point_of_interest, food, establishment",http://www.samshotdogs.com/,(304) 755-1466,188,OPERATIONAL,,
Sheetz,"4344A Teays Valley Road, Scott Depot",4.4,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, point_of_interest, store, food, establishment",https://orderz.sheetz.com/#/main/location/store/494,(304) 757-4611,500,OPERATIONAL,,
Sheetz,"1457 Charleston Road, Poca",4.3,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, point_of_interest, store, food, establishment",https://orderz.sheetz.com/#/main/location/store/517,(304) 755-6821,65,OPERATIONAL,,
Thai Valley Kitchen,"26 Putnam Village Drive, Hurricane",4.7,2,"restaurant, point_of_interest, food, establishment",http://www.thaivalleykitchen.com,(304) 562-3300,390,OPERATIONAL,,
Jersey Mike's,"6 Liberty Plaza, Hurricane",4.4,1,"meal_takeaway, restaurant, point_of_interest, store, food, establishment",https://www.jerseymikes.com/26002,(304) 757-6453,306,OPERATIONAL,,
Panera Bread,"65 Liberty Square Drive, Hurricane",4,2,"cafe, meal_takeaway, bakery, restaurant, point_of_interest, store, food, establishment",https://www.panerabread.com/en-us/cafe/locations/wv/hurricane/65-liberty-square?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=202344&utm_content=main,(681) 235-3100,492,OPERATIONAL,,
Applebee's Grill + Bar,"60 Liberty Square Drive, Hurricane",3.8,2,"restaurant, bar, point_of_interest, food, establishment",https://restaurants.applebees.com/en-us/wv/hurricane/60-liberty-sq-92073?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=92073&utm_content=website,(304) 757-4310,981,OPERATIONAL,,
Five Guys,"4161 Teays Valley Road, Hurricane",4.2,2,"meal_takeaway, restaurant, point_of_interest, food, establishment",https://restaurants.fiveguys.com/4161-teays-valley-road,(681) 235-7124,685,OPERATIONAL,,
Sheetz,"3805 Teays Valley Road, Hurricane",4.1,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, point_of_interest, store, food, establishment",https://orderz.sheetz.com/#/main/location/store/467,(304) 757-9711,44,OPERATIONAL,,
The Grill at First Turn,"1 Greyhound Drive, Charleston",3.5,N/A,"restaurant, point_of_interest, food, establishment",http://mardigrascasinowv.com/the-grill-at-first-turn/,(304) 776-1000,6,CLOSED_TEMPORARILY,,
Cold Spot Cross Lanes,"710 Cross Lanes Drive, Nitro",3.9,2,"bar, restaurant, point_of_interest, convenience_store, store, food, establishment",http://www.thecoldspot.com/,(304) 204-9464,168,OPERATIONAL,,
The Honey Baked Ham Company,"56 Nitro Market Place, Cross Lanes",4.2,2,"meal_delivery, grocery_or_supermarket, restaurant, point_of_interest, store, food, establishment",https://www.honeybaked.com/stores/2229,(304) 776-0900,96,OPERATIONAL,,
Sakura Hibachi,"230 Nitro Market Place, Charleston",4.4,2,"restaurant, point_of_interest, food, establishment",http://sakurawv.com/,(304) 776-3750,633,OPERATIONAL,,
Sheetz,"104 Lakeview Drive, Charleston",4.3,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, point_of_interest, store, food, establishment",https://orderz.sheetz.com/#/main/location/store/612,(304) 769-0010,360,OPERATIONAL,,
Penn Station East Coast Subs,"Saint Albans Plaza Shopping Center, 612 Third Avenue, Saint Albans",4.2,2,"meal_takeaway, restaurant, point_of_interest, food, establishment",http://www.penn-station.com/,(304) 722-7366,367,OPERATIONAL,,
Marco's Pizza,"3550 Teays Valley Road, Hurricane",4.3,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.marcos.com/,(304) 562-7267,190,OPERATIONAL,,
Bridge Cafe & Bistro,"1779 Teays Valley Road, Hurricane",4.6,2,"restaurant, cafe, store, food, point_of_interest, establishment",http://www.facebook.com/bridgecafebistro,(681) 233-4141,227,OPERATIONAL,,
Sonic Drive-In,"126 MacCorkle Avenue, Saint Albans",3.6,1,"restaurant, food, point_of_interest, establishment",https://www.sonicdrivein.com/locations/us/wv/saint-albans/126-maccorkle-avenue/store-6611/?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(304) 729-8041,1097,OPERATIONAL,,
Wendy's,"517 MacCorkle Avenue, Saint Albans",3.7,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/saint-albans/517-w-maccorkle-ave?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 722-9203,805,OPERATIONAL,,
L & R Custom Catering,"3380 Teays Valley Road, Hurricane",4.7,N/A,"restaurant, food, point_of_interest, establishment",http://www.lrcustomcatering.com/,(304) 757-0707,201,OPERATIONAL,,
Marco's Pizza,"313 6th Avenue, Saint Albans",4.4,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.marcos.com/,(304) 945-3111,340,OPERATIONAL,,
Fat Patty's Teays Valley,"4156 West Virginia 34, Hurricane",4.3,1,"restaurant, food, point_of_interest, establishment",https://fatpattysonline.com/,(304) 757-5000,1973,OPERATIONAL,,
Dunkin',"308 Hurricane Creek Road, Hurricane",4.1,1,"meal_takeaway, cafe, bakery, store, restaurant, food, point_of_interest, establishment",https://locations.dunkindonuts.com/en/wv/hurricane/308-hurricane-creek-rd/352027?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=352027&y_source=1_MTIxMTE0ODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(681) 233-4001,382,OPERATIONAL,,
FireSide Grille,"439 West Virginia 34, Hurricane",4.3,2,"bar, restaurant, food, point_of_interest, establishment",http://www.firesidegrillewv.com/,(304) 757-4700,1567,OPERATIONAL,,
Farley's Famous Hot Dogs,"201 Midland Trail, Hurricane",4.6,1,"restaurant, food, point_of_interest, establishment",https://m.facebook.com/Farleyshotdogshurricane/,(304) 562-7038,389,OPERATIONAL,,
Wendy's,"600 Clearview Heights Road, Charleston",4,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/charleston/600-clearview-heights?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 984-9843,565,OPERATIONAL,,
Burger King,"6302 Sissonville Drive, Charleston",3.4,1,"restaurant, food, point_of_interest, establishment",https://burgerking.com/store-locator/store/restaurant_23236,(304) 984-0016,67,OPERATIONAL,,
Winfield Dairy Freeze,"11581 Winfield Road, Winfield",4.5,1,"store, restaurant, food, point_of_interest, establishment",,(304) 586-4410,321,OPERATIONAL,,
Drummy's Bar & Grill,"516 C Street, Saint Albans",4.6,1,"bar, restaurant, food, point_of_interest, establishment",,(304) 722-5124,154,OPERATIONAL,,
Pizza Hut,"5458 Big Tyler Road, Cross Lanes",3.7,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/cross-lanes/5458-big-tyler-road?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=312749,(304) 776-5918,251,OPERATIONAL,,
Shawnee Clubhouse Grill,"2947 Fairlawn Avenue, Dunbar",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 766-9378,N/A,OPERATIONAL,,
Bob Evans,"334 Goff Mountain Road, Cross Lanes",3.8,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.bobevans.com/locations/cross-lanes?utm_source=google&utm_medium=local&utm_campaign=191-Cross-Lanes-WV,(304) 776-5395,849,OPERATIONAL,,
Domino's Pizza,"5468 Big Tyler Road, Cross Lanes",4.1,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,(304) 776-3030,191,OPERATIONAL,,
Giovanni's Pizza,"13299 Winfield Road, Winfield",4.5,1,"meal_delivery, restaurant, food, point_of_interest, establishment",http://giovannispizzapower.com/,(304) 586-1212,171,OPERATIONAL,,
Tamarack Marketplace,"1 Tamarack Place, Beckley",4.5,2,"art_gallery, restaurant, food, point_of_interest, establishment",http://www.tamarackwv.com/,(304) 256-6843,6947,OPERATIONAL,,
Logan's Roadhouse,"1310 North Eisenhower Drive, Beckley",3.8,2,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",https://logansroadhouse.com/locations/us/wv/beckley/1310-n-eisenhower-drive/,(304) 254-0791,900,OPERATIONAL,,
Subway,"2001 Robert C Byrd Drive, MacArthur",4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/macarthur/2001-robert-byrd-dr?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3690&utm_campaign=evergreen-2020&y_source=1_MTQ5MTM2OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 255-7658,103,OPERATIONAL,,
Subway,"2046 Harper Road, Beckley",3.6,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/beckley/2046-harper-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=16363&utm_campaign=evergreen-2020&y_source=1_MTQ5MDg4MTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 253-9636,77,OPERATIONAL,,
Subway,"258 Airport Road, Beaver",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/beaver/258-airport-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=13606&utm_campaign=evergreen-2020&y_source=1_MTQ5MTIwMDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 253-6644,174,CLOSED_TEMPORARILY,,
Little Caesars Pizza,"3103 Robert C Byrd Drive, Beckley",3.9,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/3319,(304) 253-0300,515,OPERATIONAL,,
Subway,"3604 Robert C Byrd Drive, Beckley",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/beckley/3604-robert-c-byrd-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=35983&utm_campaign=evergreen-2020&y_source=1_MTQ4OTQ5NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 929-2443,319,OPERATIONAL,,
Little Caesars Pizza,"229 Airport Road, Beaver",3.9,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/9014,(304) 929-2212,123,OPERATIONAL,,
Subway,"7006 Harper Road, Glen Daniel",4,1,"restaurant, food, point_of_interest, establishment",https://www.subway.com/en-us,(304) 934-6067,26,OPERATIONAL,,
Starbucks,"308 Galleria Plaza, Beckley",3.9,2,"cafe, restaurant, food, point_of_interest, store, establishment",https://www.starbucks.com/store-locator/store/10327/,(304) 256-6429,560,OPERATIONAL,,
Chick-fil-A,"1300 North Eisenhower Drive, Beckley",4.6,1,"restaurant, food, point_of_interest, establishment",https://www.chick-fil-a.com/locations/wv/beckley-galleria?utm_source=yext&utm_medium=link,(304) 250-0158,1837,OPERATIONAL,,
Pasquale's,"224 Harper Park Drive, Beckley",4.4,2,"restaurant, food, point_of_interest, establishment",http://beckleyitalian.com/,(304) 255-5253,1318,OPERATIONAL,,
Outback Steakhouse,"111 Hylton Lane, Beckley",4.3,2,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",https://locations.outback.com/west-virginia/beckley/111-hylton-lane?utm_source=gmb&utm_medium=local_search&utm_campaign=website_cta&y_source=1_MTU1MDI1MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 255-5100,2238,OPERATIONAL,,
Ruby Tuesday,"2082 Harper Road, Beckley",3.9,2,"restaurant, food, point_of_interest, establishment",https://rubytuesday.com/,(304) 254-0481,1189,OPERATIONAL,,
Papa Johns Pizza,"3418 Robert C Byrd Drive, Beckley",4.3,1,"restaurant, food, point_of_interest, establishment",https://locations.papajohns.com/united-states/wv/25801/beckley/3418-robert-c-byrd-dr?utm_source=gmb&utm_medium=organic&y_source=1_MTA2OTEyMjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 253-6100,300,OPERATIONAL,,
Pizza Hut,"1034 North Eisenhower Drive, Beckley",4.1,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/wv/beckley/1034-n-eisenhower-dr?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=308288,(304) 252-6821,162,OPERATIONAL,,
Wendy's,"3066 Robert C Byrd Drive, Beckley",4,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/beckley/3066-robert-c-byrd-drive?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 252-2208,496,CLOSED_TEMPORARILY,,
Captain D's,"3281 Robert C Byrd Drive, Beckley",4.1,1,"restaurant, food, point_of_interest, establishment",https://locations.captainds.com/ll/US/WV/Beckley/3281-Robert-C-Byrd-Dr,(304) 253-0615,432,OPERATIONAL,,
Tudor's Biscuit World,"1125 Airport Road, Beaver",4,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 252-7590,474,OPERATIONAL,,
Godfather's Pizza,"468 Stanaford Road, Beckley",4.3,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",http://godfathers.com/,(304) 252-6034,15,OPERATIONAL,,
Steak Escape,"65 Crossroads Mall Room D - 1, Mount Hope",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",http://steakescape.com/,(304) 256-1990,341,OPERATIONAL,,
Wendy's,"795 Ritter Drive, Beaver",4,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/wv/beaver/795-ritter-dr?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(304) 255-0840,472,OPERATIONAL,,
Subway,"1428 Robert C Byrd Drive, Crab Orchard",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/crab-orchard/1428-robert-c-byrd-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=6271&utm_campaign=evergreen-2020&y_source=1_MTQ5MDI1MjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 255-0478,60,OPERATIONAL,,
Dobra Zupas,"600 South Oakwood Avenue, Beckley",4.4,2,"bar, restaurant, food, point_of_interest, establishment",https://dobrazupas.com/,(304) 253-9872,265,CLOSED_TEMPORARILY,,
Tudor's Biscuit World,"107 Bolt Road, Glen Daniel",4.1,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 934-0555,237,OPERATIONAL,,
Dairy Queen Grill & Chill,"1941 Harper Road, Beckley",3.9,1,"bakery, restaurant, store, food, point_of_interest, establishment",https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=2933&y_source=1_ODk5NzY0MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,(304) 253-2049,502,OPERATIONAL,,
Tudor's Biscuit World,"143 Dayton Street, Beckley",4.2,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(304) 250-6165,491,OPERATIONAL,,
Dunkin',"2005 Harper Road, Beckley",3.8,1,"cafe, bakery, meal_takeaway, restaurant, store, food, point_of_interest, establishment",https://locations.dunkindonuts.com/en/wv/beckley/2005-harper-rd/353780?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=353780&y_source=1_MTIxMTAyNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 255-9283,187,OPERATIONAL,,
Sheetz,"2881 Robert C Byrd Drive, Beckley",3.9,1,"convenience_store, gas_station, car_wash, cafe, liquor_store, restaurant, store, food, point_of_interest, establishment",https://orderz.sheetz.com/#/main/location/store/561,(304) 253-6033,74,OPERATIONAL,,
McDonald's,"2930 Robert C Byrd Drive, Beckley",3.7,1,"cafe, restaurant, store, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/WV/BECKLEY/2930-ROBERT-C-BYRD-DRIVE/36043.html?cid=RF:YXT:GMB::Clicks,(304) 253-5980,1143,OPERATIONAL,,
Little Sicily | Italian Restaurant,"3144 Robert C Byrd Drive, Beckley",4.5,2,"meal_delivery, restaurant, food, point_of_interest, establishment",https://www.littlesicilybeckley.com/,(304) 255-4976,569,OPERATIONAL,,
Giovanni's Pizza,"841 Robert C Byrd Drive, Crab Orchard",4.3,1,"meal_delivery, restaurant, food, point_of_interest, establishment",https://giovannispizzapower.com/,(304) 683-2200,155,OPERATIONAL,,
Golden Corral Buffet & Grill,"1320 North Eisenhower Drive, Beckley",4.2,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.goldencorral.com/locations/2688/golden-corral-n-eisenhower-drive?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=2688,(681) 207-7451,1983,OPERATIONAL,,
Cook Out,"1346 North Eisenhower Drive, Beckley",4.3,1,"restaurant, food, point_of_interest, establishment",http://cookout.com/,(866) 547-0011,1027,OPERATIONAL,,
QDOBA Mexican Eats,"100 Galleria Plaza, Beckley",4.4,1,"bar, restaurant, food, point_of_interest, establishment",https://locations.qdoba.com/us/wv/beckley/100-galleria-plaza.html,(304) 894-8961,514,OPERATIONAL,,
Dunkin',"In Exxon Gas Station, 4223 Robert C Byrd Drive, Beckley",3.9,1,"bakery, meal_takeaway, cafe, restaurant, food, point_of_interest, store, establishment",https://locations.dunkindonuts.com/en/wv/beckley/4223-robert-c-byrd-dr/352042?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=352042&y_source=1_MTIxMTE0NjQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 254-8102,576,OPERATIONAL,,
Cheddar's Scratch Kitchen,"4291 Robert C Byrd Drive, Beckley",4.4,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.cheddars.com/locations/wv/beckley/beckley/2152?cmpid=br:csk_ag:ie_ch:loc_ca:CSKGMB_sn:gmb_gt:beckley-wv-2152_pl:locurl_rd:1124,(304) 252-7123,2256,OPERATIONAL,,
Dairy Queen Grill & Chill,"784 Ritter Drive, Beaver",4.1,1,"restaurant, food, point_of_interest, store, establishment",https://www.dairyqueen.com/en-us/locations/wv/beaver/784-ritter-dr/8597/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NDc0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(304) 252-0327,393,OPERATIONAL,,
